Player Name,Club,Nationality,Position,Appearances,Minutes,Goals,Assists,Shots,Shots On Target,Conversion %,Big Chances Missed,Hit Woodwork,Offsides,Touches,Passes,Successful Passes,Passes%,Crosses,Successful Crosses,Crosses %,fThird Passes,Successful fThird Passes,fThird Passes %,Through Balls,Carries,Progressive Carries,Carries Ended with Goal,Carries Ended with Assist,Carries Ended with Shot,Carries Ended with Chance,Possession Won,Dispossessed,Clean Sheets,Clearances,Interceptions,Blocks,Tackles,Ground Duels,gDuels Won,gDuels %,Aerial Duels,aDuels Won,aDuels %,Goals Conceded,xGoT Conceded,Own Goals,Fouls,Yellow Cards,Red Cards,Saves,Saves %,Penalties Saved,Clearances Off Line,Punches,High Claims,Goals Prevented,Age,Starts,xG,xAG,Penalty Goals
Jaydee Canvot,Crystal Palace,,DEF,3,263,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,7,,,,,,,8,,0,,0,0,0,,0,,,,,20,3,0.05,0.01,
Tyrick Mitchell,Crystal Palace,,DEF,3,253,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,6,,,,,,,8,,0,,0,0,0,,0,,,,,27,3,0.42,0.18,
Chadi Riad Dnanou,Crystal Palace,,DEF,1,72,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,,,,,2,,0,,0,0,0,,0,,,,,23,1,0.00,0.01,
Oscar Mingueza,Crystal Palace,,DEF,0,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,,,,,1,,0,,0,0,0,,0,,,,,27,0,0.00,0.00,
Adam Wharton,Crystal Palace,,MID,3,263,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,7,,,,,,,8,,0,,0,0,0,,0,,,,,22,3,0.00,0.31,
Yéremy Pino Santos,Crystal Palace,,MID,2,185,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,5,,,,,,,5,,0,,0,0,0,,0,,,,,23,2,0.29,0.39,
Will Hughes,Crystal Palace,,MID,0,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,0,,0,,0,0,0,,0,,,,,31,0,0.00,0.00,
Daichi Kamada,Crystal Palace,,MID,3,263,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,9,,,,,,,8,,0,,1,0,0,,0,,,,,30,3,0.05,0.30,
Jørgen Strand Larsen,Crystal Palace,,FWD,1,127,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,,,,,3,,0,,0,0,0,,0,,,,,26,1,0.30,0.01,
Jean-Philippe Mateta,Crystal Palace,,FWD,1,62,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,2,,,,,,,2,,0,,0,0,0,,0,,,,,29,1,0.70,0.02,
Eddie Nketiah,Crystal Palace,,FWD,3,167,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,4,,,,,,,7,,0,,0,0,0,,0,,,,,27,3,1.10,0.58,
Dwight McNeil,Crystal Palace,,MID,1,84,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,3,,0,,0,0,0,,0,,,,,26,1,0.05,0.02,
Takehiro Tomiyasu,Crystal Palace,,DEF,1,91,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,,,,,3,,0,,0,0,0,,0,,,,,27,1,0.00,0.01,
Anan Khalaili,Crystal Palace,,DEF,2,192,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,16,,,,,,,5,,0,,1,0,0,,0,,,,,22,2,0.74,0.17,
Zavier Gozo,Crystal Palace,,MID,0,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,,,,,1,,0,,0,0,0,,0,,,,,19,0,0.00,0.00,
Ben Chilwell,Crystal Palace,,DEF,0,9,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,0,,0,,0,0,0,,0,,,,,29,0,0.09,0.00,
Quinten Timber,Crystal Palace,,MID,1,73,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,,,,,2,,0,,0,0,0,,0,,,,,25,1,0.02,0.00,
Brennan Johnson,Everton,,MID,0,34,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,,,,,0,,0,,0,0,0,,0,,,,,25,0,0.00,0.00,
Jordan Pickford,Everton,,GKP,2,180,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,,,,,,,1,,0,,0,0,8,,0,,,,,32,2,0.00,0.02,
James Tarkowski,Everton,,DEF,2,180,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,1,,0,,0,0,0,,0,,,,,33,2,0.15,0.01,
Jarrad Branthwaite,Everton,,DEF,2,180,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,,,,,,1,,0,,0,0,0,,0,,,,,24,2,0.09,0.02,
Vitalii Mykolenko,Everton,,DEF,2,180,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,1,,0,,0,0,0,,0,,,,,27,2,0.00,0.06,
Kiernan Dewsbury-Hall,Everton,,MID,2,180,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,5,,,,,,,1,,0,,0,0,0,,0,,,,,28,2,0.18,0.33,
Jack Grealish,Everton,,MID,0,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,,,,,0,,0,,0,0,0,,0,,,,,30,0,0.00,0.00,
James Garner,Everton,,MID,1,72,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,4,,,,,,,1,,0,,1,0,0,,0,,,,,25,1,0.00,0.03,
Tyrique George,Everton,,MID,2,144,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,1,,0,,0,0,0,,0,,,,,20,2,0.23,0.09,
Carlos Alcaraz Durán,Everton,,MID,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,,,,,0,,0,,1,0,0,,0,,,,,23,0,0.05,0.02,
Harrison Armstrong,Everton,,MID,2,176,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,5,,,,,,,1,,0,,0,0,0,,0,,,,,19,2,0.00,0.07,
Merlin Röhl,Everton,,MID,2,175,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,5,,,,,,,1,,0,,0,0,0,,0,,,,,24,2,0.00,0.07,
Hayden Hackney,Everton,,MID,1,106,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,0,,0,,0,0,0,,0,,,,,24,1,0.01,0.02,
Norberto Bercique Gomes Betuncal,Everton,,FWD,0,31,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,0,,0,,0,0,0,,0,,,,,28,0,0.09,0.00,
Thierno Barry,Everton,,FWD,2,147,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,1,,0,,0,0,0,,0,,,,,23,2,1.93,0.09,
Bernd Leno,Fulham,,GKP,3,263,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,7,,0,,0,0,8,,0,,,,,34,3,0.00,0.00,
Joachim Andersen,Fulham,,DEF,2,173,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,2,,,,,,,4,,0,,1,0,0,,0,,,,,30,2,0.00,0.10,
Antonee Robinson,Fulham,,DEF,3,249,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,8,,,,,,,7,,0,,0,0,0,,0,,,,,29,3,0.21,0.16,
Jorge Cuenca Barreno,Fulham,,DEF,1,90,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,,,,,3,,0,,0,0,0,,0,,,,,26,1,0.00,0.03,
Calvin Bassey,Fulham,,DEF,3,263,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,3,,,,,,,7,,0,,1,0,0,,0,,,,,26,3,0.02,0.04,
Timothy Castagne,Fulham,,DEF,3,240,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,4,,,,,,,6,,0,,1,0,0,,0,,,,,30,3,0.67,0.36,
Alex Iwobi,Fulham,,MID,3,262,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,3,,,,,,,7,,0,,0,0,0,,0,,,,,30,3,0.05,0.86,
Emile Smith Rowe,Fulham,,MID,0,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,0,,0,,0,0,0,,0,,,,,26,0,0.06,0.02,
Kevin Santos Lopes de Macedo,Fulham,,MID,0,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,2,,,,,,,0,,0,,0,0,0,,0,,,,,23,0,0.00,0.05,
Oscar Bobb,Fulham,,MID,3,211,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,5,,,,,,,6,,0,,0,0,0,,0,,,,,23,3,0.26,0.81,
Sander Berge,Fulham,,MID,2,175,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,,,,,5,,0,,0,0,0,,0,,,,,28,2,0.03,0.25,
Josh King,Fulham,,MID,3,263,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,5,,,,,,,7,,0,,0,0,0,,0,,,,,19,3,1.05,0.10,
Ryan Sessegnon,Fulham,,DEF,0,43,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,,,,,1,,0,,0,0,0,,0,,,,,26,0,0.05,0.12,
Rodrigo Muniz Carvalho,Fulham,,FWD,0,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,0,,0,,0,0,0,,0,,,,,25,0,0.02,0.00,
Gonzalo García,Fulham,,FWD,3,263,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,2,,,,,,,7,,0,,0,0,0,,0,,,,,22,3,1.43,0.15,
César Palacios,Fulham,,MID,3,208,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,2,,,,,,,6,,0,,1,0,0,,0,,,,,21,3,1.00,0.03,
Shea Charles,Fulham,,MID,1,123,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,2,,,,,,,4,,0,,0,0,0,,0,,,,,22,1,0.09,0.12,
Hugo Larsson,Fulham,,MID,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,0,,0,,0,0,0,,0,,,,,22,0,0.00,0.00,
Tim Iroegbunam,Hull City,,MID,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,0,,0,,0,0,0,,0,,,,,23,0,0.00,0.00,
John Egan,Hull City,,DEF,2,180,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,,,0,,0,,0,0,0,,0,,,,,33,2,0.00,0.00,
Semi Ajayi,Hull City,,DEF,2,153,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,,,0,,0,,0,0,0,,0,,,,,32,2,0.52,0.00,
Lewie Coyle,Hull City,,DEF,2,114,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,0,,0,,1,0,0,,0,,,,,30,2,0.00,0.01,
Cody Drameh,Hull City,,DEF,0,65,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,,,,,0,,0,,0,0,0,,0,,,,,24,0,0.05,0.00,
Ryan Giles,Hull City,,DEF,2,174,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,,,0,,0,,0,0,0,,0,,,,,26,2,0.02,0.14,
Paddy McNair,Hull City,,DEF,0,26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,0,,0,,0,0,0,,0,,,,,31,0,0.00,0.00,
Mohamed Belloumi,Hull City,,MID,2,172,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,6,,,,,,,0,,0,,0,0,0,,0,,,,,24,2,0.17,0.05,
Liam Millar,Hull City,,MID,0,50,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,,,,,0,,0,,1,0,0,,0,,,,,26,0,0.58,0.00,
Matt Crooks,Hull City,,MID,1,90,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,4,,,,,,,0,,0,,1,0,0,,0,,,,,32,1,0.00,0.00,
Regan Slater,Hull City,,MID,2,180,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5,,,,,,,0,,0,,1,0,0,,0,,,,,26,2,0.00,0.45,
Oli McBurnie,Hull City,,FWD,2,180,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,0,,,,,,,0,,0,,1,0,0,,0,,,,,30,2,0.16,0.02,
Matt Targett,Hull City,,DEF,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,0,,0,,0,0,0,,0,,,,,30,0,0.00,0.00,
Hidemasa Morita,Hull City,,MID,1,45,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,0,,0,,0,0,0,,0,,,,,31,1,0.00,0.00,
Konstantinos Tzolakis,Hull City,,GKP,2,180,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,0,,,,,,,0,,0,,0,0,8,,0,,,,,23,2,0.00,0.00,
Elliot Stroud,Hull City,,MID,2,128,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,,,,,,0,,0,,1,0,0,,0,,,,,24,2,0.01,0.04,
Lucas Herrington,Hull City,,DEF,0,57,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,0,,0,,0,0,0,,0,,,,,19,0,0.00,0.00,
Nobel Mendy,Hull City,,DEF,2,121,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,0,,0,,0,0,0,,0,,,,,22,2,0.29,0.00,
Lucas Gourna-Douath,Hull City,,MID,0,45,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,3,,,,,,,0,,0,,0,0,0,,0,,,,,23,0,0.00,0.01,
Mohamed-Ali Cho,Hull City,,MID,0,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,0,,0,,0,0,0,,0,,,,,22,0,0.00,0.00,
Issa Diop,Ipswich Town,,DEF,3,270,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,3,,,,,,,8,,0,,0,0,0,,0,,,,,29,3,0.00,0.02,
Saša Lukić,Ipswich Town,,MID,3,252,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,5,,,,,,,7,,0,,1,0,0,,0,,,,,30,3,0.02,0.06,
Dara O'Shea,Ipswich Town,,DEF,3,270,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,5,,,,,,,8,,0,,0,0,0,,0,,,,,27,3,0.07,0.18,
Leif Davis,Ipswich Town,,DEF,3,270,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,2,,,,,,,8,,0,,0,0,0,,0,,,,,26,3,0.65,0.25,
Jacob Greaves,Ipswich Town,,DEF,3,270,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,5,,,,,,,8,,1,,1,0,0,,0,,,,,25,3,0.00,0.05,
Darnell Furlong,Ipswich Town,,DEF,0,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,,,,,1,,0,,0,0,0,,0,,,,,30,0,0.00,0.00,
Marcelino Núñez,Ipswich Town,,MID,2,140,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,3,,,,,,,4,,0,,0,0,0,,0,,,,,26,2,0.03,0.05,
Jack Clarke,Ipswich Town,,MID,0,43,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,,,,,0,,0,,0,0,0,,0,,,,,25,0,0.15,0.02,
Abdul Fatawu,Ipswich Town,,MID,3,225,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,7,,,,,,,8,,0,,1,0,0,,0,,,,,22,3,0.03,0.78,
Emersonn Correia da Silva,Ipswich Town,,FWD,3,175,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,2,,,,,,,4,,0,,0,0,0,,0,,,,,22,3,1.04,0.06,
Chuba Akpom,Ipswich Town,,FWD,0,69,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,,,,,4,,0,,0,0,0,,0,,,,,30,0,0.97,0.00,
Sindre Walle Egeli,Ipswich Town,,FWD,0,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,0,,0,,0,0,0,,0,,,,,20,0,0.00,0.00,
Kasey McAteer,Ipswich Town,,MID,0,42,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,,,,,0,,0,,0,0,0,,0,,,,,24,0,0.05,0.00,
Daizen Maeda,Ipswich Town,,MID,3,216,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,7,,,,,,,7,,0,,0,0,0,,0,,,,,28,3,0.71,0.01,
Kjell Scherpen,Ipswich Town,,GKP,3,270,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,8,,0,,0,0,13,,0,,,,,26,3,0.00,0.01,
Julio Enciso,Ipswich Town,,MID,3,250,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,2,,,,,,,8,,0,,1,0,0,,0,,,,,22,3,0.87,0.64,
Abdoul Ouattara,Ipswich Town,,DEF,0,39,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,1,,0,,0,0,0,,0,,,,,20,0,0.00,0.02,
Exequiel Palacios,Ipswich Town,,MID,1,105,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,5,,,,,,,4,,0,,0,0,0,,0,,,,,27,1,0.00,0.03,
Zian Flemming,Ipswich Town,,FWD,0,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,0,,0,,0,0,0,,0,,,,,28,0,0.02,0.01,
Harry Wilson,Leeds United,,MID,1,122,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,,,,,,0,,0,,1,0,0,,0,,,,,29,1,0.01,0.06,
Jaka Bijol,Leeds United,,DEF,2,159,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,2,,0,,0,0,0,,0,,,,,27,2,0.11,0.00,
Joe Rodon,Leeds United,,DEF,2,123,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,0,,0,,0,0,0,,0,,,,,28,2,0.03,0.06,
Jayden Bogle,Leeds United,,DEF,3,217,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3,,,,,,,1,,0,,1,0,0,,0,,,,,26,3,0.90,0.03,
Gabriel Gudmundsson,Leeds United,,DEF,1,85,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,3,,,,,,,1,,0,,0,0,0,,0,,,,,27,1,0.00,0.00,
James Justin,Leeds United,,DEF,3,265,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,11,,,,,,,2,,0,,0,0,0,,0,,,,,28,3,0.16,0.02,
Tarik Muharemović,Leeds United,,DEF,3,265,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,,,,,,2,,0,,0,0,0,,0,,,,,23,3,0.09,0.02,
Anton Stach,Leeds United,,MID,3,265,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,9,,,,,,,2,,0,,0,0,0,,0,,,,,27,3,0.49,0.13,
Noah Okafor,Leeds United,,MID,2,153,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,,,,,,1,,0,,0,0,0,,0,,,,,26,2,0.08,0.18,
Brenden Aaronson,Leeds United,,MID,2,149,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,2,,0,,0,0,0,,0,,,,,25,2,0.01,0.02,
Ethan Ampadu,Leeds United,,MID,3,265,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,8,,,,,,,2,,0,,0,0,0,,0,,,,,25,3,0.01,0.14,
Sean Longstaff,Leeds United,,MID,0,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,0,,0,,0,0,0,,0,,,,,28,0,0.00,0.00,
Daniel James,Leeds United,,MID,0,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,0,,0,,0,0,0,,0,,,,,28,0,0.24,0.01,
Tanaka Ao,Leeds United,,MID,1,117,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,5,,,,,,,1,,0,,0,0,0,,0,,,,,27,1,0.53,0.02,
Dominic Calvert-Lewin,Leeds United,,FWD,3,252,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,,,,,,,2,,0,,2,0,0,,0,,,,,29,3,1.88,0.08,
Lukas Nmecha,Leeds United,,FWD,0,33,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,0,,0,,0,0,0,,0,,,,,27,0,0.17,0.14,
James Trafford,Leeds United,,GKP,3,265,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,,,,,,,2,,0,,0,0,11,,0,,,,,23,3,0.00,0.00,
Nico Elvedi,Leeds United,,DEF,1,141,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,,,,,2,,0,,0,0,0,,0,,,,,29,1,0.00,0.43,
Alisson Becker,Liverpool,,GKP,3,270,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,,,,,,,4,,0,,1,0,9,,0,,,,,33,3,0.00,0.00,
Virgil van Dijk,Liverpool,,DEF,3,270,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,5,,,,,,,4,,0,,1,0,0,,0,,,,,35,3,0.25,0.06,
Jeremie Frimpong,Liverpool,,DEF,2,160,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,3,,,,,,,4,,0,,1,0,0,,0,,,,,25,2,0.01,0.11,
Milos Kerkez,Liverpool,,DEF,3,250,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,6,,,,,,,4,,0,,2,0,0,,0,,,,,22,3,0.02,0.06,
Jeremy Jacquet,Liverpool,,DEF,3,235,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,7,,,,,,,4,,0,,1,0,0,,0,,,,,21,3,0.00,0.10,
Kostas Tsimikas,Liverpool,,DEF,0,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,0,,0,,0,0,0,,0,,,,,30,0,0.04,0.01,
Florian Wirtz,Liverpool,,MID,3,242,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,4,,,,,,,4,,0,,1,0,0,,0,,,,,23,3,0.67,0.29,
Cody Gakpo,Liverpool,,MID,3,250,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,6,,,,,,,4,,0,,0,0,0,,0,,,,,27,3,0.36,1.20,
Dominik Szoboszlai,Liverpool,,MID,3,270,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,4,,,,,,,4,,0,,0,0,0,,0,,,,,25,3,1.17,0.52,
Rio Ngumoha,Liverpool,,MID,1,81,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,,,,,2,,0,,0,0,0,,0,,,,,18,1,0.04,0.05,
Ryan Gravenberch,Liverpool,,MID,1,122,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,2,,,,,,,2,,0,,0,0,0,,0,,,,,24,1,0.06,0.06,
Alexis Mac Allister,Liverpool,,MID,2,186,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,8,,,,,,,2,,0,,1,0,0,,0,,,,,27,2,0.08,0.42,
Trey Nyoni,Liverpool,,MID,0,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,2,,,,,,,0,,0,,0,0,0,,0,,,,,19,0,0.00,0.00,
Victor Munoz,Liverpool,,MID,2,180,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,2,,0,,1,0,0,,0,,,,,23,2,0.42,0.25,
Alexander Isak,Liverpool,,FWD,3,243,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,4,,0,,0,0,0,,0,,,,,26,3,2.29,0.06,
Lewis Koumas,Liverpool,,MID,0,13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,0,,0,,0,0,0,,0,,,,,20,0,0.03,0.00,
Ronald Araujo,Liverpool,,DEF,1,123,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,0,,0,,1,0,0,,0,,,,,27,1,0.00,0.05,
Bradley Barcola,Liverpool,,MID,0,26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,0,,0,,0,0,0,,0,,,,,24,0,0.00,0.07,
Enzo Fernández,Manchester City,,MID,1,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,0,,0,,0,0,0,,0,,,,,25,1,0.09,0.14,
Iliman Ndiaye,Manchester City,,MID,3,267,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,7,,,,,,,1,,0,,0,0,0,,0,,,,,26,3,0.29,0.43,
Gianluigi Donnarumma,Manchester City,,GKP,3,267,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,,,,,,,2,,1,,0,0,7,,0,,,,,27,3,0.00,0.00,
Nico O'Reilly,Manchester City,,DEF,2,150,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,2,,,,,,,2,,0,,0,0,0,,0,,,,,21,2,0.09,0.43,
Marc Guéhi,Manchester City,,DEF,3,267,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,,,,,,2,,0,,0,0,0,,0,,,,,26,3,0.89,0.38,
Matheus Nunes,Manchester City,,DEF,0,33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,0,,0,,0,0,0,,0,,,,,28,0,0.00,0.04,
Rúben dos Santos Gato Alves Dias,Manchester City,,DEF,3,267,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,2,,0,,0,0,0,,0,,,,,29,3,0.09,0.74,
Joško Gvardiol,Manchester City,,DEF,3,251,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,7,,,,,,,2,,0,,0,0,0,,0,,,,,24,3,0.20,0.11,
Abdukodir Khusanov,Manchester City,,DEF,3,265,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,7,,,,,,,2,,0,,0,0,0,,0,,,,,22,3,0.00,0.06,
Rico Lewis,Manchester City,,DEF,1,56,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,1,,0,,0,0,0,,0,,,,,21,1,0.17,0.02,
Vitor de Oliveira Nunes dos Reis,Manchester City,,DEF,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,0,,0,,0,0,0,,0,,,,,20,0,0.00,0.00,
Antoine Semenyo,Manchester City,,MID,3,267,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,,,,,,2,,0,,0,0,0,,0,,,,,26,3,0.17,0.93,
Phil Foden,Manchester City,,MID,2,192,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,4,,,,,,,2,,0,,1,0,0,,0,,,,,26,2,1.49,0.86,
